145599389 95512 5
200929413 95512 5
157777520 95512 5
168123124 95512 5
226872481 95512 5
201741987 95512 5
228721075 95512 5
199846178 95512 5
89900267 95512 5
276299796 95512 5
74850691 95512 5
262804121 95512 5
101784527 95512 5
221111342 95512 5
329038380 95512 5
65045018 95512 5
293480089 95512 5
133404857 95512 5
6405265 95512 5
266380075 95512 5
296046490 95512 5
162381025 95512 5
373651721 95512 5
119942512 95512 5
304654615 95512 5
350419198 95512 5
79916104 95512 5
312145609 95512 4
143534082 95512 4
350487998 95512 4
297651270 95512 4
132566585 95512 4
239723326 95512 4
19689665 95512 4
261136111 95512 3
150345056 95512 3
227004321 95512 3
373923730 95512 3
61242189 95512 3
220844295 95512 3
118777809 95512 3
166357143 95512 3
276164414 95512 3
8342575 95512 3
304104436 95512 2
103957135 95512 2
62962073 95512 2
253301632 95512 2
271564553 95512 2
256800256 95512 2
63879638 95512 1
361303437 95512 1
282482459 95512 1
287782711 95512 1
265505885 95512 1
200929413 95500 5
258534020 95500 5
310686251 95500 5
6896298 95500 5
26754486 95500 5
197127886 95500 5
141584919 95500 5
198121498 95500 5
281053744 95500 5
350487998 95500 5
32922231 95500 5
62962073 95500 5
38110926 95500 5
184847766 95500 5
133404857 95500 5
162381025 95500 5
222792117 95500 5
200182360 95500 5
64854558 95500 5
130301495 95500 5
23549389 95500 5
362763801 95500 5
137285909 95500 5
118216564 95500 5
263859462 95500 5
361038375 95500 5
332194308 95500 5
191015476 95500 5
134723955 95500 5
96722711 95500 5
175935074 95500 5
257269152 95500 5
136109846 95500 5
161607799 95500 4
316926711 95500 4
185573961 95500 4
163325970 95500 4
182931047 95500 4
325485242 95500 4
285684928 95500 4
28937282 95500 4
184379869 95500 4
230068256 95500 3
221762448 95500 3
256800256 95500 3
293480089 95500 2
163734813 95500 1
205634561 95500 1
325419692 95500 1
271564553 95500 1
356761189 95500 1
8342575 95500 1
296046490 95500 1
200929413 95441 5
337314597 95441 5
282769927 95441 5
178667955 95441 5
13980275 95441 5
209754352 95441 5
325875999 95441 5
141584919 95441 5
209111233 95441 5
293480089 95441 5
37631398 95441 5
248088279 95441 5
160145310 95441 5
102931824 95441 5
12506053 95441 5
167815735 95441 5
18120471 95441 5
345640378 95441 5
224521030 95441 5
304654615 95441 5
118777809 95441 5
7050657 95441 5
134235314 95441 5
13344269 95441 4
172729004 95441 4
248432022 95441 4
185650689 95441 4
324821674 95441 4
266093815 95441 4
164233503 95441 3
184847766 95441 2
271564553 95441 2
170538554 95441 2
320153218 95441 2
137871842 95441 1
30294287 95441 1
148245685 95441 1
256800256 95441 1
326735241 95441 1
8342575 95441 1
186431029 95441 1
162381025 95441 1
97939198 95441 1
200929413 95391 5
336917767 95391 5
122992808 95391 5
281498441 95391 5
200562714 95391 5
201741987 95391 5
17829206 95391 5
270329883 95391 5
310588648 95391 5
222623367 95391 5
198537052 95391 5
151487267 95391 5
226292666 95391 4
96372670 95391 4
312397388 95391 4
290285399 95391 4
140430361 95391 4
243637380 95391 4
184237391 95391 3
318471797 95391 3
248432022 95391 3
255881414 95391 3
151826413 95391 3
183312049 95391 3
158217985 95391 3
122204981 95391 3
156367467 95391 3
253301632 95391 2
271564553 95391 1
17442644 95391 1
169989689 95391 1
32267466 95391 1
289640318 95391 1
252636455 95391 1
117711852 95391 1
172633787 95391 1
157441468 95391 1
317761614 95391 1
296093045 95391 1
150345056 95391 1
269346868 95391 1
143579520 95391 1
155092978 95391 1
138248249 95391 1
10039024 95391 1
371962682 95391 1
304649141 95391 1
196165127 95391 1
362005640 95391 1
97528328 95391 1
330623380 95391 1
177312027 95391 1
189834737 95391 1
200929413 95296 5
163734813 95296 5
258534020 95296 5
225843871 95296 5
249695202 95296 5
209111233 95296 5
134471081 95296 5
212809516 95296 5
8342575 95296 5
124398278 95296 5
188552580 95296 5
222960615 95296 5
193974188 95296 5
7050657 95296 5
174585354 95296 5
42699301 95296 5
139086961 95296 5
64617476 95296 5
180762859 95296 5
367312645 95296 5
107266110 95296 5
225140921 95296 5
191307306 95296 5
338843546 95296 5
276787557 95296 5
118190327 95296 5
234382623 95296 5
222623367 95296 5
28933603 95296 5
330325188 95296 5
360274751 95296 5
254581838 95296 5
182597071 95296 5
246927163 95296 5
300610751 95296 5
62962073 95296 5
14732490 95296 5
311077309 95296 5
188244049 95296 5
84052833 95296 5
62478272 95296 5
213500722 95296 5
163438039 95296 5
174198668 95296 5
190984629 95296 5
239115544 95296 5
191933945 95296 5
303150305 95296 5
203023043 95296 5
256023087 95296 5
237897121 95296 5
300875694 95296 5
15956403 95296 5
22117579 95296 5
241837216 95296 5
266143890 95296 5
330414741 95296 5
119690099 95296 5
287549051 95296 5
192751691 95296 5
356565197 95296 5
169989689 95296 5
368481084 95296 5
264979112 95296 5
304128500 95296 5
177312027 95296 5
258450348 95296 5
175975778 95296 5
255881414 95296 5
73195193 95296 5
186119975 95296 5
267983789 95296 5
46896109 95296 5
332537259 95296 5
167373310 95296 5
219138180 95296 5
225496641 95296 5
73276246 95296 5
155863502 95296 5
163780255 95296 5
26139415 95296 5
188665341 95296 5
271564553 95296 5
21532522 95296 5
211639307 95296 5
32444850 95296 5
265538108 95296 5
151826413 95296 5
310564573 95296 5
335984967 95296 5
7260478 95296 5
169000574 95296 5
219513539 95296 5
108205295 95296 5
40368341 95296 5
296065218 95296 5
77618433 95296 5
258209374 95296 5
212389173 95296 5
196346277 95296 5
165753317 95296 5
184379869 95296 5
253764103 95296 4
143579520 95296 4
370144696 95296 4
318504839 95296 4
19325209 95296 4
213044225 95296 4
258290803 95296 4
109376651 95296 4
231504575 95296 4
61509134 95296 4
202255063 95296 4
303593619 95296 4
